 

stn;time;fu3010d1;tre200dn;tre200d0;rka150d0;ure200dn;ure200d0;sre000d0;fu3010d0;tre200dx;ure200dx
BER;20230926;20.9;22.1;6.4;13.7;0.0;97.9;42.0;77.8;656;3.2
BER;20230927;16.9;22.7;7.0;14.6;0.0;100.0;39.3;77.8;619;3.2
BER;20230928;15.5;24.6;10.4;16.6;0.0;96.2;36.7;73.5;603;3.2
BER;20230929;31.3;25.6;10.1;17.3;0.0;96.1;47.3;73.1;508;5.0
BER;20230930;22.0;21.6;11.4;17.0;0.0;96.2;55.2;76.3;419;6.5
BER;20231001;19.1;22.6;9.1;15.2;0.0;100.0;54.9;83.5;573;3.6
BER;20231002;11.9;25.1;9.0;16.6;0.0;96.6;43.9;76.2;633;3.2
BER;20231003;43.2;25.7;9.7;17.0;0.0;97.5;39.2;71.7;415;7.9
BER;20231004;26.3;19.4;8.4;14.1;0.0;94.2;54.2;75.1;509;7.9
BER;20231005;16.6;20.2;6.3;12.6;0.0;97.5;37.2;77.9;490;3.2
BER;20231006;13.7;21.3;6.3;12.8;0.0;98.9;46.5;81.8;612;2.5
BER;20231007;11.9;23.6;5.3;13.8;0.1;99.9;24.1;71.7;612;3.2
BER;20231008;12.2;26.0;6.4;15.5;0.0;97.7;32.5;72.9;592;2.9
BER;20231009;13.0;25.7;8.6;16.3;0.0;96.6;41.1;74.6;591;3.2
BER;20231010;12.6;25.0;8.2;15.8;0.0;97.4;38.3;74.5;537;2.9
BER;20231011;16.6;24.5;8.5;15.6;0.0;96.3;41.6;73.2;608;4.0
BER;20231012;22.7;24.5;8.9;15.8;0.0;92.1;34.6;64.0;472;5.0
BER;20231013;34.2;24.6;7.0;16.2;0.0;94.6;27.6;62.2;604;6.1
BER;20231014;46.4;19.5;9.7;14.5;25.6;93.8;60.3;81.0;101;8.3
BER;20231015;29.5;12.1;5.3;9.0;0.5;93.7;55.7;80.3;188;7.6
BER;20231016;31.3;12.1;2.9;6.6;0.0;97.5;61.5;81.7;550;9.4
BER;20231017;22.3;14.3;1.0;7.6;0.0;100.0;63.3;87.4;338;5.0
BER;20231018;23.8;13.3;6.7;9.8;0.2;96.4;76.9;89.7;52;5.8
BER;20231019;25.2;16.1;11.0;13.5;3.1;98.0;82.3;93.3;46;5.0
BER;20231020;38.9;13.9;10.8;12.6;8.6;97.2;70.6;90.3;55;7.6
BER;20231021;49.3;17.0;9.1;12.9;1.5;91.4;50.2;74.5;276;9.4
BER;20231022;23.0;15.5;7.9;10.9;0.0;95.2;46.6;79.0;427;4.0
BER;20231023;25.6;12.6;7.9;10.0;1.2;97.5;85.0;92.3;25;5.4
BER;20231024;17.6;12.7;9.5;11.0;13.3;99.8;84.5;94.1;7;3.2
BER;20231025;46.8;13.7;8.2;11.0;5.3;97.7;73.6;87.6;60;7.6
BER;20231026;46.1;15.3;9.8;11.9;18.7;97.6;66.8;88.2;16;7.9
BER;20231027;53.3;14.6;9.0;11.1;10.9;96.3;55.0;78.7;344;11.9
BER;20231028;44.6;15.4;5.8;10.5;0.0;96.2;47.8;73.6;330;6.8
BER;20231029;13.7;16.2;3.9;9.8;0.0;96.9;48.8;81.1;194;3.2
BER;20231030;33.8;11.5;3.5;8.5;11.4;99.2;80.6;91.6;33;4.3
BER;20231031;55.8;12.5;3.5;8.9;1.6;98.9;68.4;85.8;101;7.6
BER;20231101;14.8;9.1;0.8;5.5;0.0;100.0;78.4;92.0;57;2.5
BER;20231102;27.4;8.6;3.7;6.7;14.6;98.4;83.5;93.3;18;4.7
BER;20231103;24.1;8.4;4.4;6.0;0.8;97.1;65.8;82.4;169;6.1
BER;20231104;34.6;7.6;1.3;5.5;16.7;96.7;77.0;87.6;35;7.6
BER;20231105;74.9;11.7;7.1;9.3;1.2;86.5;65.2;73.3;72;18.7
BER;20231106;56.9;12.5;5.5;8.2;9.8;96.5;59.4;79.5;209;10.1
BER;20231107;43.6;9.3;0.1;5.4;3.4;100.0;68.0;89.2;58;6.8
BER;20231108;14.4;10.1;-1.0;3.5;0.0;100.0;60.2;87.5;525;2.5
BER;20231109;15.5;7.1;-0.9;3.9;2.7;100.0;74.9;91.9;5;3.6
BER;20231110;42.1;9.1;4.9;6.7;8.6;93.7;61.3;79.0;136;10.4
BER;20231111;47.5;7.3;-0.7;4.3;7.0;100.0;78.0;89.5;43;6.8
BER;20231112;40.0;10.6;-0.4;5.0;20.8;98.9;75.7;91.8;0;7.2
BER;20231113;52.6;15.5;9.1;11.8;3.0;93.8;68.7;85.5;0;11.2
BER;20231114;56.5;14.3;8.4;10.8;53.1;95.8;63.0;87.8;0;11.2
BER;20231115;38.2;10.9;3.8;7.9;9.0;96.2;69.6;85.5;157;7.2
BER;20231116;102.2;12.9;0.5;7.2;0.6;100.0;58.1;82.0;47;13.7
BER;20231117;61.6;9.9;1.5;6.2;1.0;98.1;61.5;79.0;30;9.7
BER;20231118;20.9;6.4;-1.4;3.7;2.0;100.0;75.6;91.4;5;4.3
BER;20231119;34.9;13.0;5.5;10.1;3.3;95.5;77.2;89.0;0;8.3
BER;20231120;30.6;11.8;6.8;9.6;0.0;82.9;63.6;71.9;2;9.0
BER;20231121;20.9;9.0;5.9;6.9;1.2;94.2;63.9;83.8;63;4.7
BER;20231122;38.9;6.5;1.8;4.3;0.6;94.2;81.6;87.9;46;10.4
BER;20231123;20.9;7.0;-0.5;2.9;0.0;97.3;71.9;86.9;379;5.8
BER;20231124;47.9;10.4;-0.7;4.1;1.5;98.2;63.3;81.2;146;8.6
BER;20231125;27.7;2.8;0.2;1.2;1.7;94.1;61.7;81.6;54;6.5
BER;20231126;13.7;4.9;-1.0;1.8;0.0;94.7;59.8;81.5;225;3.2
BER;20231127;47.2;5.8;-1.2;2.4;5.8;95.2;44.9;81.1;12;7.6
BER;20231128;40.7;5.0;-2.0;2.8;9.2;93.6;68.7;83.0;17;9.0
BER;20231129;18.0;3.7;-2.6;0.2;0.0;95.9;59.8;79.0;372;4.0
BER;20231130;15.5;2.4;-0.5;0.6;35.3;99.9;79.8;94.7;0;3.2
BER;20231201;14.4;2.7;0.4;1.4;30.2;100.0;93.0;96.6;0;3.6
BER;20231202;10.8;0.8;-3.0;-0.9;4.4;96.6;80.5;90.7;0;3.2
BER;20231203;7.6;-2.6;-10.8;-5.4;0.0;100.0;75.4;94.6;179;1.8

stn;time;fu3010d1;tre200dx;tre200dn;tre200d0;rka150d0;ure200dn;sre000d0;fu3010d0;ure200dx;ure200d0
DAV;20230601;44.3;17.5;6.2;11.6;0.0;45.8;367;8.3;87.2;65.5
DAV;20230602;40.0;19.6;5.0;12.0;2.5;35.8;669;7.2;93.6;67.4
DAV;20230603;45.4;18.9;5.8;11.3;4.9;34.4;416;7.2;95.1;72.8
DAV;20230604;22.0;12.6;7.6;9.5;2.3;65.2;0;4.0;95.4;86.4
DAV;20230605;31.3;13.9;4.1;9.0;6.3;59.1;99;6.8;98.6;83.7
DAV;20230606;35.6;17.1;3.6;10.3;0.0;40.5;566;7.9;99.6;69.4
DAV;20230607;43.9;19.9;5.7;12.5;0.0;28.9;665;8.3;88.8;58.6
DAV;20230608;32.4;17.1;6.0;11.0;2.8;40.1;316;6.8;91.1;68.4
DAV;20230609;28.8;19.6;4.9;12.9;0.0;32.9;491;5.4;92.7;60.5
DAV;20230610;46.8;20.1;8.3;12.5;12.9;44.5;382;7.9;95.6;77.3
DAV;20230611;46.1;19.3;7.0;12.2;0.0;46.8;270;8.3;96.2;75.6
DAV;20230612;33.1;20.9;6.6;13.4;0.0;36.1;660;8.3;89.7;63.0
DAV;20230613;37.4;20.2;7.0;13.5;0.0;33.2;562;9.4;87.6;62.3
DAV;20230614;37.1;18.6;6.3;12.3;0.0;33.5;611;9.4;85.0;56.2
DAV;20230615;36.7;16.8;4.9;11.3;0.0;34.7;366;9.4;77.0;53.0
DAV;20230616;49.0;14.9;5.7;9.4;3.2;37.9;166;8.6;95.0;69.5
DAV;20230617;33.1;18.7;5.4;12.0;0.0;29.2;564;7.2;93.1;57.4
DAV;20230618;25.6;22.3;6.4;14.9;0.0;30.6;437;5.4;77.9;51.7
DAV;20230619;29.2;23.0;9.6;14.4;2.7;32.4;369;6.8;91.7;69.7
DAV;20230620;36.7;25.2;10.1;17.9;0.0;33.3;374;7.9;89.5;56.5
DAV;20230621;36.4;23.5;10.4;17.9;0.0;35.2;551;10.8;81.8;61.1
DAV;20230622;56.2;27.3;12.0;20.0;0.4;19.8;354;13.0;93.0;47.8
DAV;20230623;32.4;14.4;7.4;10.8;16.9;65.5;66;9.4;97.1;86.5
DAV;20230624;32.0;18.4;6.7;12.4;0.0;45.7;309;9.4;96.1;70.4
DAV;20230625;37.8;23.4;7.3;15.7;0.0;27.2;697;8.3;89.6;57.3
DAV;20230626;42.1;23.0;11.7;17.2;0.0;33.7;489;10.1;87.4;59.0
DAV;20230627;38.9;17.9;11.1;14.0;0.0;44.7;330;17.6;87.8;70.0
DAV;20230628;26.6;15.1;8.2;11.8;0.0;50.0;21;9.7;85.6;68.3
DAV;20230629;34.2;22.9;6.8;14.9;6.6;36.4;599;9.4;96.6;67.4
DAV;20230630;32.8;15.6;10.1;12.3;13.8;74.6;100;10.4;97.3;91.0
DAV;20230701;27.0;15.6;8.9;11.8;3.0;52.3;224;12.6;97.1;82.9
DAV;20230702;33.1;15.4;10.0;12.5;0.3;64.4;41;15.1;94.8;82.9
DAV;20230703;43.2;16.8;9.6;12.9;0.9;59.7;402;15.5;92.8;80.4
DAV;20230704;39.2;18.7;9.4;12.9;9.6;52.1;308;12.2;95.7;79.4
DAV;20230705;45.7;17.2;7.0;10.9;5.5;60.1;330;12.6;97.1;86.1
DAV;20230706;37.1;16.6;5.7;10.6;0.3;49.7;206;8.3;98.3;79.3
DAV;20230707;28.1;22.3;5.3;14.4;0.0;26.6;661;6.1;90.5;56.0
DAV;20230708;24.8;21.6;9.7;15.7;0.0;39.2;229;5.4;78.4;59.2
DAV;20230709;33.8;25.2;9.9;18.3;0.0;23.1;675;7.2;86.6;52.1
DAV;20230710;36.4;25.4;11.7;19.0;0.0;35.3;601;11.2;83.2;57.0
DAV;20230711;83.5;28.3;12.9;19.9;10.2;22.6;599;6.8;93.7;57.6
DAV;20230712;47.5;21.9;11.6;14.8;25.0;50.1;237;9.0;96.6;84.9
DAV;20230713;47.2;16.1;7.2;12.0;7.9;55.6;148;9.0;96.6;83.9
DAV;20230714;31.3;23.6;6.2;15.2;0.0;38.6;526;7.9;94.4;66.0
DAV;20230715;40.0;25.2;10.0;18.2;0.0;28.5;577;8.6;84.5;54.5
DAV;20230716;43.2;25.5;12.6;17.3;0.1;28.6;571;11.9;97.4;72.4
DAV;20230717;40.0;22.5;11.8;16.7;0.0;59.1;385;14.8;98.2;81.4
DAV;20230718;80.6;28.5;12.3;16.8;8.0;19.6;461;8.3;94.0;75.9
DAV;20230719;60.8;21.9;12.2;16.3;1.7;54.1;326;12.6;92.8;74.0
DAV;20230720;37.1;20.3;10.1;14.9;3.3;43.7;579;12.6;95.7;72.1
DAV;20230721;67.0;15.3;10.0;11.8;6.7;59.9;74;9.0;95.3;84.7
DAV;20230722;33.8;16.5;8.6;12.5;0.0;54.9;309;11.2;96.7;75.9
DAV;20230723;36.7;21.6;7.4;14.9;0.0;27.2;363;6.5;90.8;58.2
DAV;20230724;31.7;18.3;10.5;13.2;5.2;49.4;18;6.1;96.5;80.3
DAV;20230725;56.5;13.2;6.2;9.7;14.3;63.1;41;12.2;96.1;85.7
DAV;20230726;31.3;8.3;4.2;6.2;5.0;70.3;5;10.8;92.2;83.7
DAV;20230727;31.0;18.3;2.4;10.1;0.0;30.0;164;7.6;92.3;67.1
DAV;20230728;34.2;20.5;7.2;13.5;8.7;38.6;344;9.0;95.7;72.5
DAV;20230729;37.1;21.6;8.9;13.5;2.2;31.0;166;7.6;99.6;82.5
DAV;20230730;37.8;16.8;9.2;12.7;1.8;50.5;243;11.5;96.8;80.5
DAV;20230731;32.8;20.0;8.6;13.6;0.1;49.0;438;10.8;92.9;73.2
DAV;20230801;47.5;15.9;8.3;12.3;7.2;62.8;127;12.2;95.0;85.5
DAV;20230802;53.3;22.1;7.5;15.2;0.0;37.7;375;8.6;95.3;65.7
DAV;20230803;43.6;16.1;8.2;12.0;23.1;67.6;331;16.9;100.0;86.8
DAV;20230804;38.9;12.7;7.2;9.5;14.5;65.2;9;9.7;96.6;85.5
DAV;20230805;28.1;10.5;7.2;8.7;1.7;82.4;5;11.5;95.8;90.8
DAV;20230806;56.5;9.2;4.5;7.0;10.0;68.0;79;15.5;95.8;82.3
DAV;20230807;54.0;8.0;2.8;5.1;5.6;62.6;68;12.2;94.9;82.6
DAV;20230808;33.5;15.5;2.9;9.0;0.0;38.8;294;9.7;91.3;69.2
DAV;20230809;25.6;14.1;6.8;10.4;0.3;56.3;2;7.9;92.2;78.0
DAV;20230810;27.4;19.4;7.7;13.7;0.0;48.5;405;7.2;94.2;70.8
DAV;20230811;29.9;23.2;8.2;15.9;0.0;30.2;643;6.8;87.7;62.6
DAV;20230812;41.8;23.6;10.4;16.3;1.8;39.9;322;6.5;92.8;70.6
DAV;20230813;33.5;26.2;9.8;17.7;0.0;23.9;584;7.6;92.5;65.6
DAV;20230814;27.0;25.4;13.5;18.9;0.0;36.0;386;6.8;80.5;59.9
DAV;20230815;32.8;23.0;12.0;17.0;3.1;43.2;337;9.0;93.7;68.6
DAV;20230816;48.6;24.7;9.5;16.7;0.0;30.3;586;7.9;93.6;63.6
DAV;20230817;37.1;22.8;10.8;14.6;11.5;36.9;166;5.8;95.5;74.6
DAV;20230818;33.8;23.4;9.1;16.0;0.0;27.1;558;6.5;95.7;63.3
DAV;20230819;29.5;25.3;10.7;18.0;0.0;33.3;573;5.4;74.3;55.3
DAV;20230820;29.5;26.6;12.2;19.2;0.0;30.4;639;6.8;78.5;56.8
DAV;20230821;28.8;26.5;12.8;19.4;0.0;33.9;613;7.6;80.7;59.9
DAV;20230822;32.4;26.4;13.3;19.8;0.0;33.3;635;7.2;82.5;59.4
DAV;20230823;32.4;25.9;13.8;19.5;0.0;36.5;581;6.8;80.7;61.2
DAV;20230824;38.9;28.5;13.4;19.8;0.1;20.8;396;5.8;79.0;53.2
DAV;20230825;42.8;25.2;14.2;18.3;0.1;37.2;484;13.7;92.9;67.7
DAV;20230826;56.9;23.7;11.6;14.6;19.0;30.7;259;9.0;98.0;85.5
DAV;20230827;42.1;12.2;7.7;8.9;74.7;88.8;0;10.4;97.9;94.8
DAV;20230828;25.9;8.3;4.5;6.9;37.0;80.9;2;11.2;97.3;93.6
DAV;20230829;25.6;6.4;2.6;4.7;6.9;88.1;0;11.2;97.0;93.7
DAV;20230830;24.1;9.3;4.7;6.8;1.0;74.8;71;9.0;98.4;89.7
DAV;20230831;29.2;13.1;3.8;8.5;1.1;56.7;243;10.1;96.7;83.7
DAV;20230901;27.7;18.7;5.7;11.6;0.0;46.9;456;7.6;96.1;73.7
DAV;20230902;29.9;20.5;6.3;13.2;0.0;41.9;514;8.3;91.9;71.4
DAV;20230903;22.7;20.0;7.9;13.5;0.0;39.0;518;5.8;94.7;73.0
DAV;20230904;32.0;22.8;8.1;14.9;0.0;32.4;629;9.0;87.4;64.9
DAV;20230905;33.5;22.8;8.6;15.2;0.0;35.5;627;8.6;85.9;62.2
DAV;20230906;29.5;23.0;8.3;15.0;0.0;36.9;625;8.6;86.0;65.8
DAV;20230907;32.0;23.5;8.9;16.1;0.0;39.2;623;9.0;88.6;69.6
DAV;20230908;33.8;22.2;10.5;16.4;0.0;56.7;621;10.1;91.6;77.5
DAV;20230909;30.6;22.8;11.7;17.0;0.0;49.0;618;9.7;91.0;75.8
DAV;20230910;28.4;23.0;11.5;16.6;0.0;42.6;615;8.6;92.8;75.5
DAV;20230911;30.2;22.5;10.6;16.1;0.0;38.3;614;8.6;92.7;70.4
DAV;20230912;45.0;24.1;9.8;15.2;0.0;25.9;364;5.4;86.4;66.5
DAV;20230913;25.9;13.7;10.4;11.6;22.0;78.1;16;6.8;96.7;89.5
DAV;20230914;27.0;17.2;10.2;12.5;0.8;64.8;299;10.1;96.9;87.4
DAV;20230915;27.0;16.5;8.2;12.1;0.1;60.4;134;5.4;95.4;82.6
DAV;20230916;34.6;18.7;6.6;12.8;0.0;45.8;335;7.6;94.2;71.3
DAV;20230917;23.4;21.2;10.6;14.7;0.0;40.7;516;6.1;83.2;65.8
DAV;20230918;43.9;14.7;8.2;11.1;15.7;68.9;0;7.9;98.5;87.6
DAV;20230919;28.1;16.2;6.1;10.1;0.1;55.4;401;7.9;97.1;84.8
DAV;20230920;28.1;18.6;5.0;11.5;0.0;41.8;396;5.4;95.8;72.8
DAV;20230921;33.8;18.6;8.5;13.2;0.0;40.1;278;8.6;88.5;65.1
DAV;20230922;41.8;10.2;2.4;5.8;23.5;89.3;5;14.0;99.0;94.1
DAV;20230923;27.0;6.4;1.0;3.8;7.4;77.5;0;10.1;96.2;89.6
DAV;20230924;23.8;10.9;1.6;5.7;0.0;53.6;422;7.2;94.1;79.2
DAV;20230925;26.3;17.4;0.5;8.2;0.0;26.9;588;6.8;92.5;65.4
DAV;20230926;31.3;19.2;4.3;10.9;0.0;36.9;586;7.6;85.2;63.9
DAV;20230927;24.1;20.1;5.7;11.7;0.0;41.3;583;5.4;90.3;70.4
DAV;20230928;25.9;19.1;6.8;11.5;0.0;34.0;413;5.8;90.9;65.7
DAV;20230929;26.6;19.9;5.9;13.0;0.0;25.3;567;7.2;90.2;61.0
DAV;20230930;33.8;17.1;9.3;12.3;0.0;58.8;526;11.2;95.6;80.8
DAV;20231001;27.7;19.7;4.4;10.9;0.0;15.1;519;6.5;89.7;56.4
DAV;20231002;22.7;23.3;6.9;13.3;0.0;23.5;575;5.0;73.8;53.1
DAV;20231003;37.1;21.5;7.0;13.2;7.3;27.3;554;9.4;96.9;62.2
DAV;20231004;34.6;13.0;6.9;8.9;0.0;61.2;422;11.2;97.4;85.9
DAV;20231005;33.5;14.9;3.9;8.3;0.0;49.4;362;8.6;93.9;76.1
DAV;20231006;31.3;18.5;2.3;9.1;0.0;22.4;546;4.0;81.4;57.6
DAV;20231007;33.8;17.9;4.2;10.5;0.0;20.4;377;5.4;81.4;54.7
DAV;20231008;34.9;19.3;6.4;11.8;0.0;33.9;306;5.0;81.4;62.8
DAV;20231009;38.9;19.9;6.5;12.4;0.0;29.6;460;5.8;80.2;56.3
DAV;20231010;26.3;18.4;6.6;11.4;0.0;34.8;508;5.0;84.8;60.7
DAV;20231011;28.4;19.3;5.6;11.0;0.0;28.0;549;6.5;74.8;54.0
DAV;20231012;27.0;18.1;5.4;10.8;0.0;26.9;403;4.3;78.8;55.9
DAV;20231013;25.6;20.9;5.2;11.3;0.0;21.7;544;4.7;73.0;51.2
DAV;20231014;39.2;14.3;4.6;8.7;4.4;52.8;88;11.5;97.3;77.2
DAV;20231015;35.6;5.4;-1.3;2.4;0.6;49.6;111;16.2;99.1;85.9
DAV;20231016;23.4;10.4;-2.8;2.7;0.0;31.5;422;5.4;90.3;64.3
DAV;20231017;25.6;12.0;-1.0;4.5;0.0;30.5;514;5.8;79.8;57.5
DAV;20231018;27.7;16.1;1.7;9.3;0.0;40.8;210;5.8;74.8;59.5
DAV;20231019;28.1;14.3;8.9;11.2;0.2;55.3;17;9.4;87.4;70.1
DAV;20231020;67.3;14.3;5.9;9.3;15.2;51.2;0;11.9;98.7;84.0
DAV;20231021;33.8;8.8;1.1;5.7;10.0;82.4;49;11.9;100.0;93.9
DAV;20231022;17.6;11.1;1.4;4.4;0.1;45.4;478;4.7;99.1;84.6
DAV;20231023;42.8;11.6;2.3;7.4;0.0;48.6;204;8.6;93.5;71.9
DAV;20231024;38.5;9.2;2.8;6.6;14.9;74.4;0;7.2;100.0;93.1
DAV;20231025;29.5;12.6;3.0;6.2;0.0;47.3;374;6.5;97.3;78.6
DAV;20231026;22.7;10.8;2.7;6.6;1.6;64.2;113;5.8;96.8;83.9
DAV;20231027;37.8;7.7;0.4;4.1;8.3;60.2;198;8.6;96.3;85.1
DAV;20231028;26.6;11.6;-0.8;4.0;0.2;35.5;450;6.8;96.8;72.8
DAV;20231029;46.4;11.9;0.7;7.4;0.0;45.6;21;10.1;86.1;60.4
DAV;20231030;44.6;13.4;2.3;8.5;24.4;43.5;74;10.8;97.5;71.2
DAV;20231031;23.8;4.5;-0.3;1.6;18.5;77.5;2;5.0;99.3;92.0
DAV;20231101;20.9;7.2;-2.3;1.7;0.0;50.6;95;5.8;100.0;86.8
DAV;20231102;43.2;9.6;0.0;3.1;16.6;48.8;21;11.9;98.9;83.7
DAV;20231103;30.2;0.5;-6.3;-1.8;6.3;75.4;0;9.4;97.3;89.4
DAV;20231104;29.2;2.9;-7.7;-1.6;2.5;57.9;143;8.3;99.1;84.6
DAV;20231105;23.4;4.7;-2.1;0.7;3.5;76.3;144;5.4;98.9;91.6
DAV;20231106;15.1;4.5;-3.9;-0.3;0.0;58.2;413;4.0;95.6;84.7
DAV;20231107;24.5;4.2;-2.8;0.2;0.6;63.1;165;7.2;95.9;85.6
DAV;20231108;15.1;2.8;-6.0;-2.3;0.0;50.6;435;5.4;93.0;76.6
DAV;20231109;23.4;5.4;-4.9;0.2;0.0;46.3;127;6.5;92.5;68.2
DAV;20231110;27.0;2.3;-4.5;-1.2;1.1;70.0;8;7.6;95.8;85.4
DAV;20231111;20.5;0.3;-4.8;-2.4;2.8;56.4;60;4.7;95.3;86.2
DAV;20231112;14.4;1.1;-7.2;-2.0;7.3;81.0;0;4.3;98.6;91.0
DAV;20231113;18.7;7.5;0.0;2.8;4.4;80.9;64;3.2;98.7;94.1
DAV;20231114;38.5;8.5;2.7;4.3;12.1;78.0;42;8.3;97.9;93.2
DAV;20231115;50.8;4.7;-2.2;1.4;6.5;60.5;133;11.5;96.6;86.5
DAV;20231116;25.6;5.9;-4.3;0.1;0.0;44.4;74;5.4;92.6;75.2
DAV;20231117;71.6;4.1;-2.6;-0.8;18.2;66.0;0;15.5;97.1;87.9
DAV;20231118;13.3;0.7;-7.0;-2.4;1.0;56.5;126;3.2;96.6;83.2
DAV;20231119;20.5;4.9;0.0;2.3;10.9;92.7;9;2.2;100.0;96.8
DAV;20231120;23.4;5.3;-2.1;0.8;0.0;64.8;400;4.0;100.0;89.4
DAV;20231121;22.7;2.1;-1.9;-0.3;0.9;70.8;59;7.9;96.0;88.8
DAV;20231122;25.9;1.7;-5.4;-1.5;0.2;68.0;164;10.8;96.1;83.7
DAV;20231123;19.1;5.7;-6.2;-2.0;0.0;24.6;398;3.2;84.1;64.8
DAV;20231124;65.5;3.7;-6.2;-0.8;11.4;57.4;123;16.9;93.3;76.8
DAV;20231125;53.3;-4.8;-8.1;-6.8;17.0;53.8;7;14.8;91.4;82.8
DAV;20231126;42.5;-3.8;-11.5;-6.0;2.9;58.3;24;10.1;90.7;78.3
DAV;20231127;17.6;-0.2;-11.2;-4.2;0.0;67.0;14;4.3;93.6;84.4
DAV;20231128;64.4;-1.3;-6.8;-3.6;7.7;69.4;0;13.7;96.8;84.8
DAV;20231129;16.6;-4.8;-13.1;-8.9;0.0;48.0;365;5.0;87.3;76.1
DAV;20231130;21.6;2.5;-8.4;-1.6;2.4;73.9;0;5.4;98.2;88.8
DAV;20231201;28.8;1.0;-2.7;-0.9;39.0;92.6;0;12.2;98.7;95.4
DAV;20231202;31.0;-2.5;-9.4;-5.9;14.2;80.8;0;15.5;94.2;88.2
DAV;20231203;15.8;-8.0;-16.2;-11.8;0.0;62.4;296;5.8;-;-

stn;time;fu3010d1;tre200dx;tre200dn;rka150d0;ure200dx;ure200dn;ure200d0;sre000d0;fu3010d0;tre200d0
GVE;20230601;28.1;27.0;11.9;0.0;90.1;34.3;60.4;802;6.8;19.5
GVE;20230602;31.3;28.4;12.6;0.0;87.6;26.7;59.5;714;8.6;20.2
GVE;20230603;28.4;27.1;12.1;0.0;92.0;34.5;65.0;548;5.8;19.1
GVE;20230604;35.3;26.4;13.7;0.0;90.2;36.7;65.4;451;7.2;19.1
GVE;20230605;37.4;26.5;11.0;0.0;93.5;22.4;57.1;850;9.4;19.1
GVE;20230606;29.2;27.5;11.5;0.0;85.0;24.1;55.3;632;5.8;19.4
GVE;20230607;28.1;26.3;11.7;0.0;83.2;29.5;55.0;603;6.5;19.9
GVE;20230608;23.4;26.4;13.8;0.0;82.9;35.9;58.4;517;6.1;20.3
GVE;20230609;24.1;23.8;13.8;7.5;93.0;43.4;73.6;226;6.5;19.2
GVE;20230610;28.8;24.6;16.4;3.1;94.4;50.8;77.4;306;6.1;19.6
GVE;20230611;27.4;25.4;14.5;0.0;94.4;51.0;70.3;394;5.4;20.5
GVE;20230612;32.0;28.8;14.3;0.0;91.2;27.9;59.3;656;7.9;21.4
GVE;20230613;23.0;25.9;16.5;0.0;85.0;27.3;55.5;515;7.2;21.3
GVE;20230614;32.0;27.4;13.3;0.0;88.8;13.7;42.7;868;8.6;20.9
GVE;20230615;34.9;27.6;11.9;0.0;77.6;27.4;46.8;791;6.5;20.7
GVE;20230616;33.5;27.6;12.5;0.0;80.0;25.6;47.8;788;6.5;21.1
GVE;20230617;24.8;29.1;11.9;0.0;81.5;22.3;50.7;814;4.7;21.1
GVE;20230618;46.8;29.3;13.3;0.0;82.2;34.4;52.5;583;9.7;22.7
GVE;20230619;38.2;30.3;18.3;0.4;87.6;32.0;51.1;339;9.4;24.1
GVE;20230620;32.4;31.7;16.5;0.0;91.6;36.8;63.2;548;7.2;23.7
GVE;20230621;30.2;27.5;17.8;1.0;88.9;43.9;68.0;274;6.5;23.3
GVE;20230622;72.4;28.6;15.8;14.3;94.1;39.1;80.8;63;7.2;19.1
GVE;20230623;33.8;26.1;15.0;0.0;95.0;33.2;61.3;819;10.1;20.7
GVE;20230624;56.5;28.3;15.1;0.0;77.3;33.2;50.0;874;16.9;22.2
GVE;20230625;29.2;32.3;13.8;0.0;84.0;30.2;53.6;877;5.4;23.3
GVE;20230626;30.6;31.1;15.6;0.0;84.4;34.3;52.8;754;6.1;24.1
GVE;20230627;33.1;26.8;15.1;0.0;84.3;33.5;52.8;712;8.6;21.2
GVE;20230628;39.6;27.6;12.3;0.0;72.1;29.7;48.9;865;10.8;21.0
GVE;20230629;46.4;31.1;14.8;36.6;91.9;32.7;55.8;651;7.2;23.1
GVE;20230630;29.5;20.1;16.7;11.3;93.4;49.8;77.4;0;7.2;18.2
GVE;20230701;37.8;21.9;13.7;0.0;88.0;44.0;67.3;245;11.9;18.8
GVE;20230702;39.2;25.4;15.6;0.0;82.0;38.7;62.2;272;8.3;20.4
GVE;20230703;37.8;25.0;13.7;0.0;83.0;39.5;55.7;716;7.9;20.5
GVE;20230704;42.5;28.0;15.1;0.0;86.1;31.7;53.7;778;9.0;22.2
GVE;20230705;33.8;25.0;16.2;0.9;91.6;37.2;60.2;303;10.8;20.4
GVE;20230706;37.1;28.3;15.0;0.0;94.1;29.2;60.5;820;6.8;21.4
GVE;20230707;20.2;30.6;14.6;0.0;84.2;31.4;56.4;631;5.8;22.4
GVE;20230708;38.5;32.6;19.3;0.0;82.0;28.3;60.5;632;9.0;23.9
GVE;20230709;24.1;34.9;17.3;0.0;85.3;27.8;56.3;642;5.8;25.6
GVE;20230710;32.8;35.1;19.6;0.0;82.3;32.3;57.1;735;6.8;27.0
GVE;20230711;59.4;37.4;19.5;0.3;85.8;22.3;53.0;622;11.5;28.1
GVE;20230712;63.0;28.1;19.2;13.5;91.1;47.0;66.6;147;9.0;23.7
GVE;20230713;31.3;27.1;16.5;2.8;92.7;30.4;57.5;582;6.5;21.7
GVE;20230714;43.9;31.5;12.8;0.0;84.7;22.8;49.8;865;9.4;23.1
